{{-0.0707991,0.696177,-1.32434,0.0365943,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0409307,0.712372,-1.35046},
{-0.0707549,0.696177,-1.32434,0.0366828,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408422,0.712328,-1.35046},
{-0.0707991,0.696265,-1.32431,0.0365943,0.697592,-1.36264,-0.0715071,0.664273,-1.30722,0.0409307,0.712372,-1.35046},
{-0.0707549,0.696221,-1.32431,0.0365943,0.697548,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696221,-1.32431,0.0365943,0.697548,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696221,-1.32434,0.0366385,0.697592,-1.36261,-0.0715071,0.664273,-1.30722,0.0408865,0.712328,-1.35043},
{-0.0707991,0.696221,-1.32434,0.0365943,0.697592,-1.36267,-0.0715071,0.664273,-1.30725,0.0409307,0.712372,-1.35043},
{-0.0707549,0.696177,-1.32434,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0409307,0.712328,-1.35043},
{-0.0707549,0.696221,-1.32431,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696221,-1.32431,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696221,-1.32431,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696221,-1.32431,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696221,-1.32431,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696221,-1.32431,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696221,-1.32431,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696221,-1.32431,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696221,-1.32431,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696221,-1.32431,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696221,-1.32431,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696221,-1.32431,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35046},
{-0.0707549,0.696177,-1.32431,0.0366385,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0409307,0.712372,-1.35043},
{-0.0707549,0.696177,-1.32434,0.0366828,0.697592,-1.36264,-0.0715514,0.664273,-1.30722,0.0408865,0.712328,-1.35043},
{-0.0707991,0.696221,-1.32434,0.0365943,0.697592,-1.36264,-0.0715071,0.664273,-1.30722,0.0409307,0.712372,-1.35046},
{-0.0707991,0.696221,-1.32431,0.0366385,0.697548,-1.36264,-0.0715071,0.664273,-1.30722,0.0409307,0.712328,-1.35046},
{-0.0707991,0.696221,-1.32431,0.0366385,0.697548,-1.36264,-0.0715071,0.664273,-1.30722,0.0409307,0.712328,-1.35046},
{-0.0707991,0.696221,-1.32434,0.0365943,0.697592,-1.36264,-0.0715071,0.664228,-1.30722,0.0409307,0.712372,-1.35046},
{-0.0704451,0.696221,-1.32434,0.036373,0.697592,-1.36267,-0.0712416,0.664273,-1.30727,0.040621,0.712372,-1.35049},
{-0.0696044,0.696309,-1.32577,0.0352668,0.697548,-1.36409,-0.0701354,0.66414,-1.30847,0.0396918,0.712372,-1.35185},
{-0.0693389,0.696309,-1.32692,0.0350013,0.697548,-1.36534,-0.0698256,0.664051,-1.30965,0.0394705,0.712372,-1.3532},
{-0.0693389,0.696309,-1.32692,0.0350013,0.697548,-1.36534,-0.0698256,0.664051,-1.30965,0.0394705,0.712372,-1.3532},
{-0.0691176,0.696354,-1.32838,0.0347801,0.697592,-1.36667,-0.0695159,0.664051,-1.3109,0.0392493,0.712372,-1.35473},
{-0.0688521,0.696442,-1.32978,0.0345588,0.697637,-1.36815,-0.0692061,0.664051,-1.31235,0.0390723,0.712505,-1.35632},
{-0.0680556,0.69684,-1.33329,0.0338951,0.697946,-1.37165,-0.0686309,0.664405,-1.31593,0.0387183,0.713036,-1.36043},
